Name1,Rank1,Wins1,Losses1,surfaceWins1,surfaceLosses1,bestOfWins1,bestOfLosses1,tournamentWins1,tournamentLosses1,Gap1,Length1,tbWins1,tbLoses1,deciderWins1,deciderLosses1,Odds1,Name2,Rank2,Wins2,Losses2,surfaceWins2,surfaceLosses2,bestOfWins2,bestOfLosses2,tournamentWins2,tournamentLosses2,Gap2,Length2,tbWins2,tbLoses2,deciderWins2,deciderLosses2,Odds2,h2h1,h2h2,Upset
Ramos-Vinolas A.,25.0,56,62,32,29,47,52,2,2,1.0,2060.0,31,42,3,5,2.37,Fognini F.,45.0,132,99,80,43,114,82,8,3,1.0,1037.0,72,53,4,3,1.53,1,4,0.0
Thiem D.,8.0,128,80,60,22,105,67,4,1,0.0,3978.0,86,69,2,3,1.16,Lajovic D.,97.0,50,66,33,30,41,54,2,3,2.0,1254.0,34,42,1,3,5.0,2,0,0.0
Carreno Busta P.,24.0,39,21,17,9,34,17,1,0,2.0,1944.0,22,16,2,4,1.2,Estrella Burgos V.,94.0,43,47,30,16,38,35,1,0,2.0,954.0,36,31,0,0,4.33,0,0,0.0
Dolgopolov O.,50.0,97,96,28,26,86,81,7,2,2.0,2185.0,67,62,0,4,1.36,Zeballos H.,73.0,32,54,19,28,30,44,1,1,2.0,1432.0,22,36,1,4,3.0,0,1,0.0
Carballes Baena R.,132.0,13,16,13,15,13,15,1,0,2.0,1501.0,8,8,0,1,1.5,Ruud C.,208.0,1,2,1,0,1,2,1,0,3.0,350.0,0,2,0,0,2.5,0,0,1.0
Bellucci T.,76.0,69,80,44,40,61,66,3,3,3.0,5406.0,50,53,2,0,1.36,Monteiro T.,85.0,9,11,9,6,9,10,2,1,3.0,1286.0,6,4,0,0,3.0,0,0,1.0
Ramos-Vinolas A.,25.0,57,62,33,29,48,52,3,2,2.0,2355.0,31,42,3,5,1.2,Kicker N.,123.0,4,3,4,3,4,3,2,0,2.0,893.0,1,3,0,0,4.33,0,0,0.0
Thiem D.,8.0,129,80,61,22,106,67,5,1,2.0,3972.0,87,69,2,3,1.33,Schwartzman D.,51.0,36,50,21,28,32,39,3,2,2.0,1725.0,23,30,0,2,3.25,2,0,0.0
Carreno Busta P.,24.0,40,21,18,9,35,17,2,0,1.0,2099.0,22,16,2,4,1.66,Dolgopolov O.,50.0,98,96,29,26,87,81,8,2,1.0,1561.0,68,62,0,4,2.1,0,1,0.0
Monteiro T.,85.0,10,11,10,6,10,10,3,1,0.0,1321.0,7,4,0,0,1.4,Ruud C.,208.0,2,2,2,0,2,2,2,0,1.0,704.0,1,3,0,0,2.75,0,0,1.0
Thiem D.,8.0,130,80,62,22,107,67,6,1,1.0,4240.0,87,69,2,3,1.33,Ramos-Vinolas A.,25.0,58,62,34,29,49,52,4,2,1.0,1872.0,31,42,3,5,3.4,0,1,0.0
Carreno Busta P.,24.0,41,21,19,9,36,17,3,0,1.0,2370.0,23,17,2,4,1.28,Ruud C.,208.0,3,2,3,0,3,2,3,0,1.0,903.0,2,3,0,0,3.75,0,0,0.0
Thiem D.,8.0,131,80,63,22,108,67,7,1,1.0,4775.0,87,69,2,3,1.25,Carreno Busta P.,24.0,42,21,20,9,37,17,4,0,1.0,1753.0,24,17,2,4,4.0,1,0,0.0
Coric B.,64.0,53,58,31,37,47,48,0,0,4.0,5725.0,36,28,2,5,1.02,Gomez L.,560.0,0,2,0,2,0,2,0,1,201.0,966.0,0,0,0,0,15.0,0,0,0.0
Isner J.,22.0,153,89,109,58,122,73,0,1,10.0,2371.0,185,113,3,1,1.66,Johnson S.,26.0,95,89,68,60,82,72,1,2,4.0,3225.0,71,72,4,3,2.1,4,3,1.0
Goffin D.,11.0,122,88,82,57,98,72,1,1,9.0,5765.0,57,67,3,6,1.02,Robert S.,80.0,22,39,12,21,14,27,0,1,7.0,2060.0,22,26,1,1,15.0,0,0,0.0
Mannarino A.,65.0,80,101,46,66,65,84,1,3,8.0,1689.0,42,66,1,5,2.1,Fritz T.,136.0,18,26,15,19,18,21,2,1,5.0,1242.0,11,13,0,2,1.66,1,0,0.0
Lopez F.,31.0,133,99,75,61,103,82,1,1,15.0,1860.0,108,86,6,1,1.53,Thompson J.,79.0,7,15,6,11,5,8,0,0,13.0,1458.0,8,7,1,3,2.37,0,0,1.0
Escobedo E.,113.0,3,6,2,4,1,4,0,0,40.0,2195.0,2,4,0,0,1.61,Kozlov S.,115.0,3,7,0,4,3,7,0,0,7.0,1866.0,1,2,0,0,2.2,0,0,0.0
Cilic M.,8.0,155,77,107,48,115,63,0,1,11.0,6200.0,105,63,7,5,1.4,Dolgopolov O.,60.0,98,97,53,59,87,82,8,3,4.0,2370.0,69,63,0,4,2.75,0,0,0.0
Lorenzi P.,38.0,59,86,21,35,54,70,2,1,7.0,1912.0,32,43,1,2,2.25,Lu Y.H.,61.0,67,76,54,58,59,60,1,2,5.0,1678.0,45,40,1,4,1.57,0,0,0.0
Tomic B.,41.0,105,92,72,61,80,75,6,2,7.0,2127.0,83,79,5,7,1.66,Young D.,63.0,66,70,54,52,54,56,2,3,3.0,2581.0,41,31,3,1,2.1,1,2,1.0
Querrey S.,40.0,103,92,65,61,85,75,4,2,3.0,2155.0,83,80,2,4,1.9,Edmund K.,45.0,26,35,18,20,20,25,0,0,4.0,5828.0,22,25,1,1,1.8,1,0,0.0
Djokovic N.,2.0,284,32,204,22,189,22,0,0,41.0,12278.0,127,55,9,4,1.07,Klizan M.,62.0,77,87,36,52,68,70,0,0,12.0,3475.0,53,50,2,4,9.0,2,0,0.0
Kyrgios N.,17.0,76,44,47,27,49,29,0,0,4.0,5395.0,65,49,4,5,1.14,Sela D.,75.0,40,55,27,34,32,40,1,2,9.0,1821.0,26,29,2,3,5.5,0,0,0.0
Nadal R.,6.0,228,53,109,32,176,42,5,0,31.0,5175.0,90,60,4,7,1.08,Zverev M.,30.0,29,32,23,24,24,30,0,0,14.0,4163.0,22,33,1,0,8.0,1,0,0.0
Thiem D.,9.0,132,80,58,50,109,67,5,0,3.0,4870.0,88,69,2,3,1.53,Simon G.,25.0,140,98,90,63,108,82,2,1,5.0,4725.0,79,69,9,5,2.37,4,2,0.0
Sock J.,18.0,117,70,83,50,96,56,0,0,3.0,6785.0,76,64,3,1,1.16,Nishioka Y.,86.0,14,22,14,19,12,15,0,0,6.0,1979.0,2,10,1,0,5.0,0,0,1.0
Del Potro J.M.,32.0,88,33,71,24,73,27,0,0,3.0,5950.0,53,33,0,2,1.14,Tiafoe F.,89.0,3,14,3,11,2,10,0,0,14.0,972.0,5,11,0,7,5.5,0,0,0.0
Goffin D.,11.0,123,88,83,57,99,72,2,1,1.0,3905.0,57,67,3,6,1.25,Querrey S.,40.0,104,92,66,61,86,75,5,2,1.0,1933.0,83,80,2,4,3.75,2,0,1.0
Kyrgios N.,17.0,77,44,48,27,50,29,1,0,0.0,2761.0,65,49,4,5,1.18,Young D.,63.0,67,70,55,52,55,56,3,3,1.0,1756.0,42,31,3,1,4.5,0,0,0.0
Thompson J.,79.0,8,15,7,11,6,8,1,0,1.0,1839.0,8,7,1,3,2.37,Nishioka Y.,86.0,15,22,15,19,13,15,1,0,0.0,2681.0,2,10,1,0,1.53,0,0,1.0
Cilic M.,8.0,156,77,108,48,116,63,1,1,2.0,4195.0,105,63,7,5,1.28,Coric B.,64.0,54,58,32,37,48,48,1,0,3.0,828.0,36,28,2,5,3.5,3,0,0.0
Johnson S.,26.0,96,89,69,60,83,72,2,2,2.0,3130.0,71,72,4,3,1.28,Escobedo E.,113.0,4,6,3,4,2,4,1,0,2.0,1007.0,2,4,0,0,3.5,0,0,0.0
Nadal R.,6.0,229,53,110,32,177,42,6,0,1.0,5331.0,90,60,4,7,1.01,Lorenzi P.,38.0,60,86,22,35,55,70,3,1,2.0,1835.0,32,43,1,2,19.0,2,0,0.0
Djokovic N.,2.0,285,32,205,22,190,22,1,0,1.0,10510.0,128,55,9,4,1.25,Del Potro J.M.,32.0,89,33,72,24,74,27,1,0,1.0,1724.0,54,33,0,2,3.75,4,1,0.0
Thiem D.,9.0,133,80,59,50,110,67,6,0,1.0,4870.0,89,69,2,3,1.18,Mannarino A.,65.0,81,101,47,66,66,84,2,3,2.0,1192.0,43,66,1,5,4.5,3,0,0.0
Cilic M.,8.0,157,77,109,48,117,63,2,1,0.0,4180.0,105,63,7,5,1.4,Johnson S.,26.0,97,89,70,60,84,72,3,2,0.0,1881.0,72,72,4,3,2.75,2,0,0.0
Nadal R.,6.0,230,53,111,32,178,42,7,0,0.0,5167.0,90,60,4,7,1.04,Nishioka Y.,86.0,16,22,16,19,14,15,2,0,1.0,1290.0,2,10,1,0,13.0,0,0,0.0
Thiem D.,9.0,134,80,60,50,111,67,7,0,1.0,4141.0,90,69,2,3,1.36,Querrey S.,40.0,105,92,67,61,87,75,6,2,2.0,4245.0,83,80,2,4,3.0,1,0,1.0
Djokovic N.,2.0,286,32,206,22,191,22,2,0,1.0,10845.0,128,55,9,4,1.33,Kyrgios N.,17.0,78,44,49,27,51,29,2,0,2.0,2846.0,65,49,4,5,3.25,0,0,1.0
Nadal R.,6.0,231,53,112,32,179,42,8,0,2.0,4736.0,91,60,4,7,1.28,Cilic M.,8.0,158,77,110,48,118,63,3,1,2.0,4780.0,105,63,7,5,3.75,1,0,0.0
Kyrgios N.,17.0,79,44,50,27,52,29,3,0,1.0,11810.0,67,49,4,5,1.28,Querrey S.,40.0,106,92,68,61,88,75,7,2,1.0,4375.0,84,80,2,4,3.75,1,0,1.0
Nadal R.,6.0,232,53,113,32,180,42,9,0,1.0,7525.0,91,60,4,7,1.16,Querrey S.,40.0,107,92,69,61,89,75,8,2,1.0,3075.0,85,80,2,4,5.0,1,0,1.0
Granollers M.,36.0,83,101,39,53,63,84,1,1,14.0,1514.0,50,59,5,2,1.66,Vesely J.,55.0,61,75,28,39,51,60,0,1,6.0,1383.0,51,56,3,3,2.1,1,0,0.0
Muller G.,27.0,79,65,57,47,71,52,0,1,12.0,4100.0,76,60,2,4,1.72,Kohlschreiber P.,29.0,133,97,60,54,113,81,5,2,12.0,1955.0,82,72,1,1,2.0,0,0,1.0
Troicki V.,34.0,99,81,62,51,77,69,0,2,12.0,2950.0,61,58,6,1,1.28,Garcia-Lopez G.,97.0,100,109,45,61,87,92,0,2,4.0,2450.0,66,73,2,1,3.5,0,1,1.0
Bautista Agut R.,16.0,35,18,23,11,25,14,0,0,16.0,5120.0,19,20,0,7,1.28,Khachanov K.,50.0,18,19,13,15,16,17,0,0,7.0,2399.0,12,17,0,0,3.5,0,1,0.0
Federer R.,10.0,202,47,131,27,135,33,13,1,29.0,5175.0,108,57,7,6,1.08,Paire B.,39.0,97,103,55,59,78,87,0,0,5.0,1819.0,68,64,8,2,8.0,2,0,0.0
Monfils G.,12.0,142,74,92,47,108,60,0,0,3.0,5020.0,89,50,6,1,1.04,Safwat M.,199.0,1,3,1,3,1,3,0,0,56.0,734.0,1,1,0,0,13.0,0,0,0.0
Wawrinka S.,3.0,194,78,122,51,126,64,5,0,33.0,7135.0,143,71,5,7,1.11,Dzumhur D.,77.0,32,39,17,24,25,28,0,0,4.0,1682.0,14,21,2,2,6.5,0,0,1.0
Youzhny M.,83.0,87,96,49,55,69,80,3,4,6.0,2506.0,52,45,4,3,1.83,Donskoy E.,116.0,26,53,20,34,19,42,0,0,7.0,946.0,19,35,2,4,1.83,0,1,1.0
Verdasco F.,35.0,110,100,48,57,89,83,1,1,14.0,1755.0,79,81,7,3,1.44,Seppi A.,73.0,99,104,58,64,71,87,3,4,19.0,1467.0,72,69,10,4,2.62,1,0,0.0
Struff J.L.,59.0,35,63,22,29,32,49,0,0,5.0,1565.0,27,46,1,3,2.0,Copil M.,124.0,13,21,8,10,12,19,0,1,15.0,3237.0,9,10,0,0,1.72,0,0,1.0
Evans D.,43.0,24,18,17,11,15,12,0,0,37.0,3391.0,21,15,0,4,1.36,Brown D.,81.0,42,50,18,26,36,39,0,0,7.0,1246.0,33,39,2,4,3.0,0,0,0.0
Pouille L.,15.0,52,47,31,30,42,35,0,2,2.0,5361.0,49,23,4,6,1.2,Pavlasek A.,93.0,3,4,0,2,2,2,0,0,42.0,938.0,1,2,1,0,4.33,0,0,0.0
Medvedev D.,57.0,13,9,11,6,13,8,0,0,4.0,2910.0,7,10,0,0,1.002,Alawadhi O.,,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,41.0,0,0,0.0
Haase R.,66.0,75,94,32,52,69,77,0,0,7.0,2708.0,52,68,2,3,2.25,Istomin D.,68.0,87,97,52,62,71,81,1,3,12.0,3593.0,66,61,4,3,1.57,2,0,0.0
Murray A.,1.0,239,52,156,38,160,38,2,1,37.0,13454.0,120,60,9,4,1.04,Jaziri M.,51.0,40,58,28,42,35,48,3,4,6.0,3073.0,31,37,1,2,13.0,0,0,0.0
Berdych T.,14.0,208,90,149,63,153,74,13,4,10.0,5520.0,108,83,3,2,1.11,Rosol L.,161.0,82,101,46,62,72,85,4,4,132.0,1496.0,69,53,2,5,6.5,1,0,0.0
Kohlschreiber P.,29.0,134,97,61,54,114,81,6,2,2.0,2595.0,83,72,1,1,1.44,Medvedev D.,57.0,14,9,12,6,14,8,1,0,1.0,,8,10,0,0,2.62,0,0,0.0
Bautista Agut R.,16.0,36,18,24,11,26,14,1,0,2.0,3085.0,20,20,0,7,1.33,Verdasco F.,35.0,111,100,49,57,90,83,2,1,1.0,1770.0,80,81,7,3,3.25,0,0,1.0
Pouille L.,15.0,53,47,32,30,43,35,1,2,1.0,2865.0,49,23,4,6,1.4,Copil M.,124.0,14,21,9,10,13,19,1,1,1.0,1253.0,9,10,0,0,2.75,1,0,0.0
Berdych T.,14.0,209,90,150,63,154,74,14,4,1.0,3164.0,108,83,3,2,1.16,Haase R.,66.0,76,94,33,52,70,77,1,0,1.0,1486.0,52,68,2,3,5.0,0,0,1.0
Monfils G.,12.0,143,74,93,47,109,60,1,0,2.0,3476.0,89,50,6,1,1.28,Evans D.,43.0,25,18,18,11,16,12,1,0,1.0,1622.0,21,15,0,4,3.5,0,0,0.0
Murray A.,1.0,240,52,157,38,161,38,3,1,1.0,12423.0,120,60,9,4,1.02,Garcia-Lopez G.,97.0,101,109,46,61,88,92,1,2,2.0,1670.0,66,73,2,1,17.0,0,0,0.0
Granollers M.,36.0,84,101,40,53,64,84,2,1,2.0,1916.0,50,59,5,2,1.9,Dzumhur D.,77.0,33,39,18,24,26,28,1,0,1.0,5869.0,15,21,2,2,1.8,1,1,1.0
Federer R.,10.0,203,47,132,27,136,33,14,1,2.0,4300.0,108,57,7,6,1.03,Donskoy E.,116.0,27,53,21,34,20,42,1,0,1.0,1124.0,19,35,2,4,15.0,0,0,1.0
Haase R.,66.0,77,94,34,52,71,77,2,0,1.0,3553.0,52,68,2,3,1.66,Dzumhur D.,77.0,34,39,19,24,27,28,2,0,1.0,1742.0,15,21,2,2,2.1,0,1,0.0
Monfils G.,12.0,144,74,94,47,110,60,2,0,1.0,4161.0,89,50,6,1,1.33,Verdasco F.,35.0,112,100,50,57,91,83,3,1,1.0,3260.0,81,81,7,3,3.25,1,0,1.0
Murray A.,1.0,241,52,158,38,162,38,4,1,1.0,12135.0,120,60,9,4,1.08,Kohlschreiber P.,29.0,135,97,62,54,115,81,7,2,1.0,2022.0,83,72,1,1,8.0,4,0,0.0
Pouille L.,15.0,54,47,33,30,44,35,2,2,1.0,2728.0,49,23,4,6,1.25,Donskoy E.,116.0,28,53,22,34,21,42,2,0,1.0,3753.0,21,35,2,4,3.75,0,1,0.0
Verdasco F.,35.0,113,100,51,57,92,83,4,1,1.0,4260.0,82,81,7,3,1.44,Haase R.,66.0,78,94,35,52,72,77,3,0,1.0,1437.0,52,68,2,3,2.75,3,2,0.0
Murray A.,1.0,242,52,159,38,163,38,5,1,1.0,12765.0,121,61,9,4,1.12,Pouille L.,15.0,55,47,34,30,45,35,3,2,1.0,2754.0,50,24,4,6,6.0,3,0,0.0
Murray A.,1.0,243,52,160,38,164,38,6,1,1.0,13801.0,122,61,9,4,1.11,Verdasco F.,35.0,114,100,52,57,93,83,5,1,1.0,1833.0,83,82,7,3,6.5,4,0,0.0
Olivo R.,92.0,15,16,13,12,14,14,0,0,7.0,1470.0,16,9,1,3,1.66,Cervantes I.,125.0,15,27,11,17,15,23,3,1,131.0,2635.0,9,19,0,0,2.1,0,0,0.0
Pella G.,166.0,25,45,17,23,21,35,2,3,6.0,954.0,25,41,2,5,1.66,Clezar G.,273.0,0,8,0,7,0,7,0,4,182.0,684.0,2,6,0,0,2.1,0,0,0.0
Elias G.,98.0,17,28,14,16,17,22,2,2,6.0,1286.0,7,12,0,2,1.22,Luz O.,544.0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,0,4.0,0,0,0.0
Delbonis F.,54.0,73,78,56,37,68,64,6,2,6.0,1725.0,55,54,2,2,1.36,Kovalik J.,118.0,5,10,1,4,5,8,0,0,14.0,1146.0,3,10,0,0,3.0,0,0,0.0
Giannessi A.,127.0,2,5,1,3,1,4,0,0,13.0,1916.0,1,5,1,0,2.25,Dutra Silva R.,439.0,5,22,2,14,3,15,1,1,8.0,350.0,8,7,2,3,1.57,1,0,0.0
Estrella Burgos V.,88.0,43,48,30,17,38,36,0,0,5.0,2099.0,36,31,0,0,2.0,Melzer G.,107.0,10,19,9,12,10,17,0,0,11.0,1295.0,9,17,0,1,1.72,0,0,1.0
Bagnis F.,82.0,10,23,10,16,8,16,2,2,8.0,1254.0,8,15,1,0,2.37,Lajovic D.,105.0,50,67,33,31,41,55,5,2,6.0,3972.0,34,43,1,3,1.53,0,1,0.0
Fognini F.,42.0,132,100,80,44,114,83,1,2,6.0,2355.0,72,53,4,3,1.28,Cecchinato M.,185.0,2,19,2,15,2,16,0,1,8.0,760.0,3,9,0,0,3.5,1,0,0.0
Zeballos H.,71.0,32,55,19,29,30,45,2,3,5.0,1561.0,22,37,1,4,1.4,Souza J.,131.0,9,27,8,22,9,23,5,3,7.0,1944.0,8,14,0,0,2.75,0,0,1.0
Ruud C.,133.0,3,3,3,1,3,3,0,0,3.0,1753.0,2,4,0,0,1.36,Santillan A.,192.0,0,3,0,1,0,3,0,0,7.0,805.0,0,1,0,0,3.0,0,0,0.0
Berlocq C.,67.0,58,59,43,33,52,46,3,2,7.0,1432.0,32,29,2,5,1.57,Monteiro T.,74.0,10,12,10,7,10,11,2,1,4.0,903.0,7,5,0,0,2.25,1,0,0.0
Schwartzman D.,44.0,36,51,21,29,32,40,2,2,5.0,4240.0,23,30,0,2,1.8,Bellucci T.,69.0,69,81,44,41,61,67,4,4,5.0,1321.0,50,54,2,0,1.9,1,1,0.0
Sousa J.,37.0,101,113,36,38,86,98,0,0,8.0,1501.0,62,55,4,4,1.33,Olivo R.,92.0,16,16,14,12,15,14,1,0,2.0,1070.0,17,9,1,3,3.25,0,0,0.0
Delbonis F.,54.0,74,78,57,37,69,64,7,2,1.0,1350.0,56,54,2,2,1.36,Ruud C.,133.0,4,3,4,1,4,3,1,0,1.0,731.0,2,4,0,0,3.0,0,0,0.0
Berlocq C.,67.0,59,59,44,33,53,46,4,2,1.0,1436.0,32,29,2,5,1.57,Pella G.,166.0,26,45,18,23,22,35,3,3,2.0,537.0,25,41,2,5,2.25,1,1,1.0
Ramos-Vinolas A.,24.0,58,63,34,30,49,53,1,2,5.0,4775.0,31,42,3,5,1.36,Elias G.,98.0,18,28,15,16,18,22,3,2,3.0,647.0,8,12,0,2,3.0,0,0,0.0
Fognini F.,42.0,133,100,81,44,115,83,2,2,2.0,1288.0,73,53,4,3,1.28,Giannessi A.,127.0,3,5,2,3,2,4,1,0,2.0,547.0,1,5,1,0,3.5,0,0,0.0
Cuevas P.,33.0,81,67,54,26,72,53,9,1,10.0,1711.0,57,56,2,2,1.33,Bagnis F.,82.0,11,23,11,16,9,16,3,2,2.0,1185.0,9,15,1,0,3.25,3,0,0.0
Carreno Busta P.,23.0,42,22,20,10,37,18,0,0,4.0,4870.0,24,18,2,4,1.2,Souza J.,131.0,10,27,9,22,10,23,6,3,2.0,1163.0,9,14,0,0,4.33,1,0,0.0
Schwartzman D.,44.0,37,51,22,29,33,40,3,2,1.0,1656.0,23,30,0,2,1.3,Melzer G.,107.0,11,19,10,12,11,17,1,0,2.0,1149.0,10,17,0,1,3.4,0,0,0.0
Sousa J.,37.0,102,113,37,38,87,98,1,0,2.0,1660.0,62,55,4,4,2.2,Delbonis F.,54.0,75,78,58,37,70,64,8,2,2.0,1297.0,57,54,2,2,1.61,2,2,0.0
Ramos-Vinolas A.,24.0,59,63,35,30,50,53,2,2,1.0,2119.0,32,42,3,5,1.44,Pella G.,166.0,27,45,19,23,23,35,4,3,2.0,1096.0,26,41,2,5,2.62,1,0,0.0
Carreno Busta P.,23.0,43,22,21,10,38,18,1,0,2.0,2094.0,24,18,2,4,1.53,Fognini F.,42.0,134,100,82,44,116,83,3,2,2.0,1435.0,75,53,4,3,2.37,2,0,0.0
Cuevas P.,33.0,82,67,55,26,73,53,10,1,2.0,1718.0,57,56,2,2,2.1,Schwartzman D.,44.0,38,51,23,29,34,40,4,2,2.0,1470.0,23,30,0,2,1.66,1,2,0.0
Ramos-Vinolas A.,24.0,60,63,36,30,51,53,3,2,1.0,1885.0,32,42,3,5,1.8,Sousa J.,37.0,103,113,38,38,88,98,2,0,1.0,1915.0,62,55,4,4,2.0,1,1,0.0
Carreno Busta P.,23.0,44,22,22,10,39,18,2,0,0.0,2625.0,25,18,2,4,1.61,Cuevas P.,33.0,83,67,56,26,74,53,11,1,0.0,2020.0,57,57,2,2,2.3,1,0,1.0
Ramos-Vinolas A.,24.0,61,63,37,30,52,53,4,2,1.0,2590.0,33,43,3,5,2.75,Cuevas P.,33.0,84,67,57,26,75,53,12,1,1.0,2730.0,58,57,2,2,1.44,1,2,1.0
Tomic B.,42.0,105,93,72,62,80,76,5,3,9.0,1756.0,83,80,5,7,1.53,Fratangelo B.,112.0,6,13,5,11,5,7,1,1,17.0,1307.0,4,5,0,1,2.37,0,0,1.0
Khachanov K.,52.0,18,20,13,16,16,18,0,0,10.0,3085.0,12,18,0,0,1.4,Robredo T.,471.0,105,74,47,38,80,61,3,3,16.0,1037.0,63,61,7,1,2.75,0,0,0.0
Lorenzi P.,38.0,60,87,22,36,55,71,2,2,7.0,5167.0,32,43,1,2,2.75,Haase R.,47.0,78,95,35,53,72,78,4,4,6.0,1833.0,53,69,2,3,1.4,1,0,0.0
Gojowczyk P.,148.0,10,14,8,9,8,9,0,0,169.0,3556.0,9,13,0,1,1.61,Opelka R.,174.0,6,7,6,6,6,6,0,0,22.0,974.0,9,8,0,7,2.2,0,0,0.0
Mannarino A.,61.0,81,102,47,67,66,85,5,3,7.0,4141.0,43,67,1,5,1.36,Monaco J.,72.0,81,72,20,25,74,59,3,4,153.0,3535.0,38,50,1,1,3.0,0,0,0.0
Thompson J.,76.0,8,16,7,12,6,9,0,0,8.0,1290.0,8,7,1,3,1.57,Kukushkin M.,90.0,51,75,39,47,43,60,3,3,16.0,1257.0,38,44,1,5,2.25,0,0,1.0
Sousa J.,37.0,103,114,57,65,88,99,1,3,5.0,2590.0,63,56,4,4,1.8,Schwartzman D.,44.0,38,52,15,18,34,41,1,2,5.0,2020.0,24,30,0,2,1.9,0,0,0.0
Basilashvili N.,55.0,18,22,12,16,16,16,0,0,14.0,1700.0,17,18,1,0,1.33,King D.,131.0,1,2,1,2,1,2,0,0,21.0,994.0,0,0,0,0,3.25,0,0,1.0
Tiafoe F.,86.0,3,15,3,12,2,11,1,1,8.0,1724.0,5,12,0,7,1.53,Lajovic D.,106.0,50,68,16,30,41,56,0,3,9.0,1185.0,34,44,1,3,2.37,0,0,1.0
Fognini F.,43.0,134,101,46,51,116,84,3,3,6.0,2625.0,75,54,4,3,1.36,Kravchuk K.,96.0,2,11,1,9,2,8,0,0,17.0,1266.0,4,7,0,0,3.0,0,0,0.0
Klizan M.,66.0,77,88,36,53,68,71,1,3,9.0,10510.0,53,51,2,4,1.36,Monteiro T.,77.0,10,13,0,5,10,12,0,0,10.0,1436.0,7,5,0,0,3.0,0,0,0.0
Nishioka Y.,70.0,16,23,16,20,14,16,0,0,8.0,4736.0,2,11,1,0,1.44,Ymer E.,158.0,6,19,1,8,6,15,0,0,68.0,1061.0,11,6,0,1,2.62,0,0,0.0
Troicki V.,39.0,99,82,62,52,77,70,0,3,11.0,1670.0,61,58,6,1,2.2,Dolgopolov O.,64.0,98,98,53,60,87,83,7,4,10.0,4195.0,69,63,0,4,1.61,0,0,1.0
Lu Y.H.,65.0,67,77,54,59,59,61,4,3,10.0,1835.0,45,40,1,4,2.0,Pospisil V.,129.0,70,83,55,58,60,68,2,4,67.0,1491.0,54,73,4,3,1.72,0,3,1.0
Chardy J.,80.0,104,105,62,63,75,89,1,4,17.0,1456.0,88,80,5,4,1.66,Albot R.,87.0,6,23,3,16,5,17,0,0,17.0,2478.0,10,10,0,2,2.1,0,0,0.0
Harrison R.,45.0,39,55,37,43,34,44,4,4,19.0,1460.0,31,38,0,1,1.4,Dzumhur D.,67.0,34,40,19,25,27,29,0,1,8.0,1437.0,15,21,2,2,2.75,1,0,1.0
Bellucci T.,71.0,69,82,24,36,61,68,0,3,9.0,1656.0,50,54,2,0,2.25,Herbert P.H.,74.0,16,26,12,18,11,18,0,0,20.0,3565.0,19,27,1,0,1.57,0,0,1.0
Medvedev D.,58.0,14,10,12,7,14,9,0,0,9.0,2022.0,8,10,0,0,1.44,Youzhny M.,84.0,87,97,49,56,69,81,1,3,10.0,1124.0,52,45,4,3,2.62,0,0,1.0
Vesely J.,56.0,61,76,28,40,51,61,2,3,11.0,1916.0,51,56,3,3,1.4,Olivo R.,88.0,16,17,2,4,15,15,0,1,9.0,1660.0,17,9,1,3,2.75,0,1,0.0
Anderson K.,79.0,139,94,97,65,105,78,8,3,16.0,1700.0,113,86,5,4,1.16,Gaio F.,159.0,2,3,0,1,2,3,0,0,28.0,682.0,2,2,0,0,5.0,0,0,0.0
Paire B.,40.0,97,104,55,60,78,88,2,2,11.0,4300.0,68,64,8,2,2.0,Fritz T.,136.0,18,27,15,20,18,22,0,1,10.0,1192.0,11,14,0,2,1.72,0,0,1.0
Edmund K.,46.0,26,36,18,21,20,26,0,1,10.0,1933.0,22,25,1,1,1.25,Elias G.,95.0,18,29,3,10,18,23,0,0,8.0,2119.0,8,13,0,2,3.75,0,0,0.0
Coric B.,59.0,54,59,32,38,48,49,3,2,8.0,4180.0,36,28,2,5,1.22,Laaksonen H.,123.0,5,13,1,5,5,13,0,0,136.0,1527.0,4,7,0,0,4.0,0,0,1.0
Jaziri M.,53.0,40,59,28,43,35,49,1,1,10.0,12423.0,31,37,1,2,1.83,Mahut N.,54.0,68,65,31,44,56,50,1,2,15.0,1305.0,50,48,0,6,1.83,0,0,0.0
Evans D.,41.0,25,19,18,12,16,13,0,0,9.0,4161.0,21,15,0,4,1.28,Brown D.,82.0,42,51,18,27,36,40,0,1,10.0,1622.0,33,39,2,4,3.5,1,0,0.0
Sela D.,78.0,40,56,27,35,32,41,0,1,10.0,2761.0,26,29,2,3,1.22,Robert S.,81.0,22,40,12,22,14,28,0,1,11.0,3905.0,22,26,1,1,4.0,0,0,1.0
Young D.,60.0,67,71,55,53,55,57,2,3,10.0,2846.0,42,31,3,1,1.36,Kozlov S.,116.0,3,8,0,5,3,8,0,0,11.0,1007.0,1,2,0,0,3.0,1,0,0.0
Struff J.L.,63.0,35,64,22,30,32,50,0,1,11.0,1253.0,27,46,1,3,1.66,Giraldo S.,103.0,72,94,21,45,64,78,1,4,18.0,1362.0,44,50,2,5,2.1,0,0,0.0
